Word	Count
giddily	1
cuts	2
ring	3
snapped	1
hey	5
greg	4
leaving	1
k	1
puts	3
ah	1
great	10
ride	3
fine	2
...ok	3
vehicle	1
fast	3
23	1
even	4
than	8
thought	3
he'd	2
38	2
39	2
pastries	3
gluten-free	1
work	5
typically	1
chaotic	1
refund	1
closing	1
friday	1
reschedule	1
fix	1
apron	3
...hi	1
doing	10
meetings	1
cake	2
sweating	1
actually	1
took	5
hours	1
ended	1
twenty	2
laughs	9
ten	3
hide	1
walking	4
window	8
humphrey	1
bogart	1
looked	2
casablanca	2
bogart's	1
months	1
shot	2
extras	1
cowboy	1
costumes	1
steps	10
stuff	3
easier	1
mean	12
breakfast	2
five	3
called	2
van	3
beek	3
swing	3
bands	1
played	5
basie	1
chick	1
webb	1
samba-tapas	2
joke's	1
history	5
anyway	2
worship	1
value	1
reach	6
patch	1
shoot	5
p.a	2
yells	2
out:	1
clear	1
frame	2
wait	3
"c-stands."	1
"apple	1
box."	1
"don't	1
forget	2
out."	1
quiet	4
traveling	2
theater	21
company	1
little	4
library	4
house	4
already	2
needed	2
aunt	3
flew	1
showed	2
library's	1
old-movie	1
section	1
spent	1
whole	6
watching	2
bringing	1
baby	1
notorious	1
world	6
started	4
putting	1
garage	1
write	3
scripts	2
print	1
programs	1
she'd	2
props	4
york	4
london	2
paris	5
jet	1
wouldn't	2
year	1
invite	1
watch	4
parents	1
terrifying	1
c40	1
giant	3
soundstage	2
honestly	1
loved	4
tried	1
hard	1
peer	1
stage	4
school	3
years	9
fourth	1
dropped	1
teen	1
soap	1
pitched	1
dangerous	3
minds	3
meets	2
o.c	2
should've	1
lawyer	1
resume	1
d40	1
row	2
closed	7
soundstages	2
sandy-tan	1
blue	3
sky	5
...`cause	1
needs	1
lawyers	1
actresses	1
"just	1
actress"	1
child-	1
prodigy	1
playwright	1
modest	2
true	2
could	7
roles	2
interesting	1
wrote	1
stand-up	1
routine	1
open-mic	1
horrible	1
marching-band	1
charts	1
given	1
instead	2
auditioning	1
should	7
hate	5
jazz"	1
listen	2
such	1
blanket	1
statement	1
saying	2
animals"	1
animals	1
anywhere	3
drums	3
swinging	1
pattern	1
41	2
lighthouse	9
cafe	7
context	1
came	1
flophouses	1
orleans	1
different	3
languages	1
talked	1
kenny	2
g	1
...what	4
knows	2
associate	1
facials	1
relaxing	2
sid	1
bechet	1
gunfight	1
`cause	2
somebody	1
wrong	4
grew	1
station	1
they'd	1
cocktail	1
parties	1
whenever	3
served	1
salami	1
cheese	1
unsay	1
wire	1
act	1
guys	3
performing	1
composing	1
rearranging	1
space	6
stake	1
commercial	1
sessions	1
they'll	1
whatever	1
laughter	2
subsided	1
...it's	1
lease	1
tells	1
says	3
music's	2
cymbal	1
sizzles	1
air	1
visibly	2
moved	2
42	2
corridor	1
continuous	3
hi	7
missed	1
43	2
dazed	1
listening	3
call-back	3
show	5
cause	2
amazing	2
bulletsssss!"	1
you've	4
obviously	1
person	1
lie	2
rebel	2
near	1
me's	1
research	2
31	1
10pm	2
monday	1
rialto	6
cool	2
exit	3
wave	1
"good-bye"	1
rounds	1
corner	5
nears	1
hermosa	1
beach	1
pier	1
[city	2
stars]	1
lifted	1
gazes	1
sea	1
purple	1
dances	1
couple	4
continues	2
caught	3
dream	8
sustain	1
feeling	1
pasadena	1
approaches	3
happy	5
call:	1
sweetie	3
actually:	1
pilot	4
tv	4
picked	1
first	6
goes	7
32	1
might	7
role	1
...well	1
sounds	3
huge	3
accomplishment	1
exciting	3
channel	1
abc	1
hbo	1
oxygen	3
hangs	3
deep	5
46	2
reviewing	1
mouthing	1
bizarre	1
sight:	1
dozen	1
women	1
mouths	1
variations	1
type	1
costume:	1
michelle	1
pfeiffer's	1
leather	1
jacket	3
stare	2
sizing	1
...we'll	1
33	1
dolan	3
47	2
folder	1
head-shot	1
ready	2
breathes	4
sweat	1
percolating	1
practicing	1
days	2
options	1
rules	2
kapish	1
bully	1
taken	2
aback	2
crestfallen	1
humiliated	1
hurries	4
voice-	1
helped	2
guide	1
health	1
switches	1
clenches	2
jaw	2
manages	2
smile	4
remain	1
upbeat	1
34	1
fritos	1
crying	2
greg's	1
parked	2
front	8
hurry	1
brother	2
landed	1
confused	2
remembers	3
change	4
josh	1
yep	4
picking	1
session	2
excited	2
distracted	1
51	2
brooks	1
suit:	1
better-off	1
35	2
cold	1
always	8
hello	1
fiancee	1
proud	1
awkward	1
hasn't	1
spoken	1
paces	1
shuffle	1
53	2
midway	1
meal	3
uneasy	2
nicaragua	1
36	1
five-star	1
jungle	1
eco-resort	1
thoughts	5
voices	2
speakers	1
subtly	3
first:	1
melody	8
freezes	3
morphed	1
stirs	1
within	2
pass	3
deny	1
longer	1
swells	2
strings	1
carrying	4
lifting	1
spirits	1
runs	3
absolutely	1
55	2
settling	1
dim	1
projector	3
light	4
darkness	1
movie's	1
credits	1
eye	2
figure	2
aisle	1
freeze-frame	1
incandescent	1
screen	7
back-projection	1
siren	1
wide	5
thrilled	1
56	2
half	1
passed	1
flickering	1
darkened	2
faces	2
arm	2
armrest	2
nervously	2
scoots	2
edges	2
elbow	1
inch	2
bodies	1
grow	3
approaching	1
breaths	1
quickening	1
hearts	1
...until	1
touch	1
arrive	1
griffith	5
observatory	6
blank	1
turn	5
luck	1
energized	1
idea	1
winding	2
stars	4
los	3
angeles	2
painted	4
[planetarium]	1
bending	1
a57	1
...the	3
crests	1
wander	2
searching	1
58	2
tesla	1
coil	1
shooting	1
electric	2
bolts	1
pendulum	1
gaze	1
mural	1
...they	2
fulfills	1
promise	1
earlier	3
duet	1
circle	1
gently	1
gracefully	1
builds	2
a58	1
planetarium	2
empty	6
removes	1
shoes	1
soft	3
carpet	1
glow	2
take	4
enchanted	1
reflected	1
approach	1
star-filled	1
trade	1
realize	2
float	1
...rising	1
soaring	2
views	1
comets	1
moons	1
nebulae	1
emotions	1
seized	1
tight	1
unspools	1
gravity-free	1
spin	2
twirl	1
themselves	2
outer	1
flying	1
cosmos	1
carries	2
higher	2
softens	1
feathers	1
land	1
pair	1
seats	6
seated	5
audience	3
members	1
other's	2
picks	3
hope	2
yearning	1
terror	1
love's	1
blush	1
swoon-worthy	1
kiss	6
orchestra	1
camera	3
swooping	1
catch	2
embrace	2
glory	1
59	2
scribbling	1
notebook	1
dialogue	1
character	3
headings	2
scene	1
kind	1
myself	2
ahhhhhhhhhhhhhhhhhhhhhhhhhhht	1
nearest	2
honk	1
recognize:	1
...is	1
happen	1
a60	1
one-way	1
screeches	1
truck	1
opposite	1
direction	1
reverse	1
cracks	1
burst	2
card	3
on:	2
40	1
summer	1
following	2
series	1
bunker	1
era	1
homes	1
gas-lamps	1
palms	1
excitedly	1
tries	4
deface	1
aghast	1
tiny	1
forest	1
67	2
tipsy	1
love-soaked	1
69	2
interspersed	1
throughout	1
images	1
angeles:	1
1940's	2
high-rises	1
movie-movie	2
lettering	1
ochre	1
shaded	1
palm	2
fronds	1
red	2
flowers	2
spanish	1
missions	1
lamps	2
art	3
hotels	1
gorgeous	2
70	2
mostly	1
shoots	2
unadulterated	1
ends	2
strikes	1
startled	1
keith	20
hug	2
unease	1
strained	1
used	4
end	3
conversation	1
how've	1
keeping	1
busy	1
combo	5
...looking	1
expected	1
let's	2
meeting	2
head-over-heels	1
...you're	1
reading	1
nostalgic	2
fuck	3
`em	2
truly	1
middle	1
front-row	1
genuinely	1
hops	1
bag	2
drawing	1
design	1
"seb's"	2
one's	3
"chicken	2
stick"	2
charlie	1
parker	1
"bird"	1
chicken	4
